Age,Gender,Race,City,State,Year
26.0,Male,Black,Chicago,IL,2019
49.0,Male,Black,Savannah,GA,2019
39.0,Male,White,Tunbridge,VT,2019
43.0,Male,Unknown,Parks,AZ,2019
26.0,Male,Hispanic,South Sioux City,NE,2019
36.0,Male,Black,Gardena,CA,2019
45.0,Female,Black,Baytown,TX,2019
45.0,Male,White,Rising Sun,MD,2019
54.0,Male,White,Las Vegas,NV,2019
43.0,Male,Hispanic,Tamarac,FL,2019
30.0,Male,Black,Louisville,KY,2019
Unknown,Male,Hispanic,Palm Beach Gardens,FL,2019
29.0,Male,Hispanic,Phoenix,AZ,2019
58.0,Female,White,New Boston,TX,2019
40.0,Male,Black,New Orleans,LA,2019
36.0,Male,Black,Pasadena,CA,2019
27.0,Male,Native American,Tonalea,AZ,2019
20.0,Male,Hispanic,Garden Grove,CA,2019
17.0,Male,Hispanic,Phoenix,AZ,2019
59.0,Male,Hispanic,Huron,CA,2019
47.0,Female,White,Carlsbad,NM,2019
45.0,Male,Black,Miami Gardens,FL,2019
46.0,Male,Unknown,Trinidad,CO,2019
34.0,Female,White,Blackwell,OK,2019
46.0,Male,Hispanic,Archdale,NC,2019
26.0,Male,Black,Auburn,WA,2019
21.0,Male,Hispanic,Los Angeles,CA,2019
39.0,Male,Hispanic,Davie,FL,2019
31.0,Male,Black,Seattle,WA,2019
Unknown,Male,Black,Appleton,WI,2019
51.0,Male,Hispanic,Miami,FL,2019
42.0,Male,White,Portland,OR,2019
17.0,Male,Black,Edmond,OK,2019
49.0,Male,Hispanic,Montebello,CA,2019
26.0,Male,Hispanic,Phoenix,AZ,2019
29.0,Male,White,Hancock County,MS,2019
49.0,Female,Asian,Welch,WV,2019
48.0,Male,Hispanic,Los Angeles,CA,2019
45.0,Female,White,Welcome,NC,2019
Unknown,Male,Unknown,Perris,CA,2019
37.0,Male,Hispanic,Meadowlake,NM,2019
Unknown,Male,Unknown,Bruce,FL,2019
52.0,Male,White,Glenwood,GA,2019
76.0,Male,Unknown,Parkville,MD,2019
28.0,Male,White,Hiltons,VA,2019
61.0,Male,Hispanic,Angel Fire,NM,2019
31.0,Male,Unknown,Wytheville,VA,2019
32.0,Male,Hispanic,Goleta,CA,2019
59.0,Male,White,Lumberton,MS,2019
34.0,Male,Hispanic,Milwaukee,WI,2019
33.0,Male,Hispanic,Mesa,AZ,2019
37.0,Male,Hispanic,Cedar Hill,TX,2019
35.0,Male,White,Phoenix,AZ,2019
45.0,Male,Hispanic,Austin,TX,2019
25.0,Male,White,Spokane,WA,2019
37.0,Male,White,Hermantown,MN,2019
Unknown,Male,Unknown,San Jose,CA,2019
35.0,Male,Asian,Stockton,CA,2019
58.0,Male,White,Meridian,ID,2020
36.0,Male,Hispanic,Aztec,NM,2020
26.0,Male,Hispanic,Chicago,IL,2020
26.0,Male,White,Clovis,CA,2020
29.0,Male,Black,Los Angeles,CA,2020
50.0,Male,White,Sacramento,CA,2020
47.0,Male,White,McCracken County,KY,2020
44.0,Male,Black,Holly Hill,FL,2020
43.0,Male,Black,Dearborn Heights,MI,2020
18.0,Male,Black,Washington,DC,2020
52.0,Male,White,Loma,CO,2020
36.0,Male,Hispanic,Elkridge,MD,2020
25.0,Male,Hispanic,Anaheim,CA,2020
48.0,Male,White,Lacey,WA,2020
33.0,Male,Black,Delray Beach,FL,2020
53.0,Male,White,Bettendorf,IA,2020
33.0,Male,Black,Syracuse,NY,2020
38.0,Male,White,Lucerne,CA,2020
22.0,Male,White,Battle Creek,MI,2020
34.0,Male,Black,Chicago,IL,2020
61.0,Male,Black,San Antonio,TX,2020
40.0,Male,White,Summerlin,NV,2020
49.0,Male,Hispanic,Virginia Beach,VA,2020
54.0,Male,White,Spruce Pine,NC,2020
51.0,Male,White,Altoona,IA,2020
37.0,Male,White,Las Vegas,NV,2020
38.0,Male,White,Salt Lake City,UT,2020
41.0,Male,Native American,Denver,CO,2020
37.0,Male,Hispanic,California City,CA,2020
29.0,Male,Black,Houston,TX,2020
25.0,Male,White,Pine County,MN,2020
41.0,Male,White,Knox County,KY,2020
67.0,Male,White,Las Vegas,NV,2020
18.0,Male,Black,Norcross,GA,2020
30.0,Male,Unknown,Hemet,CA,2020
27.0,Male,Hispanic,Weslaco,TX,2020
65.0,Male,Hispanic,Bakersfield,CA,2020
36.0,Male,Hispanic,San Bernardino,CA,2020
35.0,Male,White,Barstow,CA,2020
37.0,Male,Black,Cumberland County,NC,2020
37.0,Male,White,Pollocksville,NC,2020
34.0,Male,White,Avon Park,FL,2020
60.0,Male,White,Chickamauga,GA,2020
39.0,Male,Hispanic,Lake Havasu City,AZ,2020
21.0,Male,Hispanic,San Benito,TX,2020
17.0,Male,Hispanic,Tucson,AZ,2020
30.0,Male,Hispanic,Bay City,TX,2020
37.0,Male,White,Cabot,AR,2020
31.0,Male,Black,Lafayette,LA,2020
39.0,Male,Black,Asbury Park,NJ,2020
42.0,Male,White,Nipomo,CA,2020
29.0,Male,Black,Rancho Cordova,CA,2020
35.0,Male,Native American,Belcourt,ND,2020
47.0,Male,Black,Kingsland,GA,2020
Unknown,Male,Hispanic,Albuquerque,NM,2020
31.0,Male,White,Lincoln County,NC,2020
30.0,Male,White,Barbourville,KY,2020
31.0,Male,Black,San Antonio,TX,2020
47.0,Male,White,Eckford Township,MI,2020
39.0,Male,Unknown,Rancho Cucamonga,CA,2020
43.0,Male,White,Wimberley,TX,2020
Unknown,Male,White,Henderson County,NC,2020
47.0,Male,White,Palm City,FL,2020
41.0,Male,Hispanic,Los Angeles,CA,2020
43.0,Male,White,Dearborn,MI,2020
57.0,Male,Black,Avondale,LA,2020
27.0,Male,White,St. Cloud,MN,2020
27.0,Male,Black,Decatur,GA,2020
41.0,Male,White,Manhattan,KS,2020
Unknown,Male,Unknown,Whitby,WV,2020
38.0,Male,White,Tallahassee,FL,2020
39.0,Male,Black,Mojave,CA,2020
46.0,Male,Hispanic,Fresno,CA,2020
33.0,Male,Hispanic,Longview,WA,2020
43.0,Male,White,Madison Heights,MI,2020
32.0,Male,Black,Wolfe City,TX,2020
20.0,Male,White,Myrtle Beach,SC,2020
21.0,Male,Hispanic,Tempe,AZ,2020
30.0,Male,Unknown,Chula Vista,CA,2020
27.0,Male,Hispanic,Las Cruces,NM,2020
24.0,Male,Unknown,Camarillo,CA,2020
47.0,Male,Hispanic,Napa,CA,2020
44.0,Male,White,Georgetown,KY,2020
62.0,Male,White,Fayetteville,NC,2020
48.0,Female,White,Hilliard,FL,2020
38.0,Male,Hispanic,West Carson,CA,2020
54.0,Male,Hispanic,Sterling,CO,2020
29.0,Male,Black,Philadelphia,PA,2020
24.0,Male,Black,New York,NY,2020
32.0,Male,White,Wabash,IN,2020
41.0,Female,White,Horry County,SC,2020
27.0,Male,Hispanic,Dos Palos,CA,2020
41.0,Male,White/Black/Native American,Vancouver,WA,2020
49.0,Male,Black,Moscow,TN,2020
43.0,Male,White,Airway Heights,WA,2020
30.0,Male,White,Sebring,FL,2020
48.0,Male,White,Fayetteville,NC,2020
31.0,Male,White,Spokane,WA,2020
88.0,Male,Black,West Sacramento,CA,2020
33.0,Male,Hispanic,Denver,CO,2020
27.0,Male,Hispanic,Lancaster,PA,2020
27.0,Male,White,Bountiful,UT,2020
Unknown,Male,White,Denver,CO,2020
55.0,Male,Black,San Antonio,TX,2020
37.0,Male,Hispanic,Immokalee,FL,2020
45.0,Male,White,West Des Moines,IA,2020
39.0,Male,Hispanic,Redlands,CA,2020
26.0,Male,Asian,Stanton,CA,2020
41.0,Male,White,West Odessa,TX,2020
29.0,Male,Unknown,Whitehall,LA,2020
46.0,Male,White,Lakewood,CO,2020
33.0,Male,Black,Brunswick,GA,2020
32.0,Male,White,Auburn,WA,2020
52.0,Male,Black,Talking Rock,GA,2020
39.0,Female,White,Redmond,WA,2020
26.0,Male,Black,St. Louis,MO,2020
Unknown,Male,Hispanic,Nogales,AZ,2020
28.0,Male,Black,Atlanta,GA,2020
40.0,Female,White,Athens,GA,2020
30.0,Male,White,Geneseo,IL,2020
44.0,Male,Hispanic,San Antonio,TX,2020
42.0,Male,Black,San Clemente,CA,2020
38.0,Male,White,Templeton,CA,2020
66.0,Male,White,La Quinta,CA,2020
22.0,Male,White,Midvale,UT,2020
35.0,Male,White,Maury County,TN,2020
40.0,Female,White,Port Richey,FL,2020
54.0,Male,White,Denver,CO,2020
20.0,Male,Black,Detroit,MI,2020
31.0,Male,Black,Panama City,FL,2020
23.0,Male,White,Monument,CO,2020
26.0,Male,White,Greenville,SC,2020
36.0,Female,White,Butler Township,OH,2020
47.0,Male,Unknown,Leesburg,GA,2020
28.0,Male,Hispanic,Chamblee,GA,2020
59.0,Male,Unknown,Rockwood,TN,2020
31.0,Male,White,Chaska,MN,2020
43.0,Male,White,Delta Township,MI,2020
17.0,Male,Black,Cobb County,GA,2020
32.0,Male,Hispanic,Knoxville,TN,2020
28.0,Male,Hispanic,Deming,NM,2020
60.0,Male,White,Forksville,PA,2020
24.0,Male,White,Morris Township,NJ,2020
22.0,Male,White,Shepherdsville,KY,2020
23.0,Male,White,Shoreline,WA,2020
60.0,Male,White,North Fort Myers,FL,2020
33.0,Male,White,Knox County,TX,2020
28.0,Male,White,Fruita,CO,2020
24.0,Male,Black,Houston,TX,2020
24.0,Male,Black,Chicago Heights,IL,2020
35.0,Male,Black,Indianapolis,IN,2020
51.0,Male,Black,Baton Rouge,LA,2020
33.0,Male,Hispanic,Chula Vista,CA,2020
30.0,Male,White,Oklahoma City,OK,2020
22.0,Male,Black,Sacramento,CA,2020
49.0,Female,White,Largo,FL,2020
39.0,Male,Black,Stockton,CA,2020
37.0,Male,White,Waukesha,WI,2020
49.0,Male,Black,San Diego,CA,2020
37.0,Male,White,Pascagoula,MS,2020
29.0,Male,White,Salina,KS,2020
38.0,Male,White,Muncie,IN,2020
58.0,Male,Black,Little Rock,AR,2020
33.0,Male,White,Hebron,KY,2020
25.0,Male,Hispanic,San Diego,CA,2020
57.0,Male,White,Cumberland County,TN,2020
31.0,Male,White,Red Bluff,CA,2020
68.0,Male,White,Kettering,OH,2020
57.0,Male,White,Paducah,KY,2020
48.0,Male,White,Hazleton,PA,2020
26.0,Female,White,Midland,TX,2020
34.0,Male,Hispanic,Pomona,CA,2020
62.0,Male,White,Johnson City,TN,2020
49.0,Male,White,Myrtle Beach,SC,2020
30.0,Male,White,Liberty,MO,2020
32.0,Male,Black,Sheboygan,WI,2020
31.0,Male,Black,Kansas City,MO,2020
58.0,Male,White,Welches,OR,2020
28.0,Male,Hispanic,Phoenix,AZ,2020
17.0,Male,Hispanic,Jacksonville,FL,2020
34.0,Male,White,Chino,CA,2020
30.0,Male,White,Muncie,IN,2020
70.0,Male,White,Mesa,AZ,2020
35.0,Male,Black,Milwaukee,WI,2020
40.0,Male,Unknown,Smithfield Township,PA,2020
62.0,Male,White,Etowah,TN,2020
36.0,Male,Hispanic,Fresno,CA,2020
28.0,Male,Black,Harris County,TX,2020
34.0,Male,White,Durango,CO,2020
52.0,Male,White,Franklin,GA,2020
Unknown,Male,Black,Detroit,MI,2020
61.0,Male,Black,Stockton,CA,2020
55.0,Male,White,St. Petersburg,FL,2020
33.0,Male,Hispanic,Rancho Mirage,CA,2020
22.0,Male,Black,Orlando,FL,2020
51.0,Male,White,Dover,FL,2020
26.0,Male,Unknown,St. Charles County,MO,2020
60.0,Male,Black,Sylvania,GA,2020
45.0,Male,White,St. Croix Falls,WI,2020
25.0,Male,White,Tulsa,OK,2020
21.0,Male,White,Clinton,UT,2020
34.0,Male,Black,Bossier City,LA,2020
39.0,Male,White,Holladay,UT,2020
26.0,Male,Hispanic,El Paso,TX,2020
42.0,Male,White,Tulsa,OK,2020
44.0,Male,Unknown,Ontario,CA,2020
39.0,Male,Unknown,Graham,WA,2020
48.0,Male,Hispanic,Albuquerque,NM,2020
35.0,Male,White,Robbins,NC,2020
50.0,Male,White,Albuquerque,NM,2020
40.0,Male,Hispanic,Grand Island,NE,2020
48.0,Female,Hispanic,Pueblo,CO,2020
48.0,Male,White,Rogers County,OK,2020
31.0,Male,White,Reseda,CA,2020
39.0,Male,Hispanic,Phoenix,AZ,2020
28.0,Male,White,Dania Beach,FL,2020
38.0,Male,Unknown,North Miami,FL,2020
41.0,Male,White,Oak Ridge,TN,2020
32.0,Male,Black,Pasadena,CA,2020
51.0,Male,White,Marion County,FL,2020
32.0,Male,White,Las Vegas,NV,2020
51.0,Male,White,Eureka,CA,2020
35.0,Male,Hispanic,San Leandro,CA,2020
29.0,Male,Hispanic,San Angelo,TX,2020
Unknown,Male,Unknown,West Kendall,FL,2020
45.0,Male,Black,Roxboro,NC,2020
41.0,Male,White,Baytown,TX,2020
49.0,Male,White,The Village,OK,2020
34.0,Male,White,Salt Lake City,UT,2020
22.0,Male,White,Mt. Airy,NC,2020
26.0,Male,Hispanic,Carmel,IN,2020
32.0,Male,Unknown,Canton,NC,2020
47.0,Male,White,North Port,FL,2020
21.0,Male,Hispanic,Las Vegas,NV,2020
25.0,Male,Hispanic,Bothell,WA,2020
37.0,Male,Black,Lake Charles,LA,2020
42.0,Male,Unknown,Kingman,AZ,2020
30.0,Male,Black,Ventnor,NJ,2020
28.0,Male,Black,Detroit,MI,2020
39.0,Male,Hispanic,Mission,TX,2020
49.0,Male,Unknown,Morristown,TN,2020
Unknown,Male,Unknown,Brunswick,OH,2020
56.0,Male,White,Miami,FL,2020
63.0,Female,White,Sarasota,FL,2020
38.0,Male,White,Mooresville,NC,2020
17.0,Male,White,West Jordan,UT,2020
34.0,Male,White,Culver City,CA,2020
30.0,Male,White,Kearns,UT,2020
44.0,Male,White,Warren,OH,2020
39.0,Female,White,Fort Dodge,IA,2020
36.0,Male,White,Port Orchard,WA,2020
67.0,Male,White,James Island,SC,2020
41.0,Male,Unknown,Chino,CA,2020
29.0,Male,Hispanic,Houston,TX,2020
21.0,Male,Asian,Ammon,ID,2020
29.0,Male,Native American,Billings,MT,2020
33.0,Male,Black,Phoenix,AZ,2020
38.0,Male,Hispanic,San Angelo,TX,2020
28.0,Male,Black,Pensacola,FL,2020
28.0,Male,White,Rutherford County,NC,2020
28.0,Male,Black,Detroit,MI,2020
47.0,Male,Black,Pineville,LA,2020
62.0,Female,Hispanic,Redding,CA,2020
20.0,Male,Black,St. Petersburg,FL,2020
42.0,Male,Black,Phoenix,AZ,2020
60.0,Male,White,Washington Township,OH,2020
23.0,Male,Black,Columbus,OH,2020
34.0,Male,White,Wayne County,WV,2020
35.0,Male,Black,New York,NY,2020
32.0,Male,Black,Fayette County,GA,2020
60.0,Male,White,Tonopah,AZ,2020
19.0,Male,White,Mountain Iron,MN,2020
Unknown,Male,Black,Toledo,OH,2020
28.0,Male,Hispanic,Rowland Heights,CA,2020
28.0,Male,Black,St. Louis,MO,2020
37.0,Male,Black,Dayton,OH,2020
56.0,Male,Unknown,Cave Junction,OR,2020
44.0,Male,Black,Flint,MI,2020
40.0,Male,White,Las Vegas,NV,2020
27.0,Male,White,Gates,OR,2020
27.0,Male,White,Riverview,FL,2020
22.0,Male,Black,La Marque,TX,2020
27.0,Female,Hispanic,Brewster County,TX,2020
23.0,Male,Black,Fort Atkinson,WI,2020
67.0,Male,White,Savannah,GA,2020
55.0,Male,White,Kearneysville,WV,2020
43.0,Male,Black,Houma,LA,2020
Unknown,Male,Unknown,Wilsonville,OR,2020
39.0,Male,Black,La Vergne,TN,2020
28.0,Male,White,St. Augustine,FL,2020
42.0,Male,Unknown,Hart County,KY,2020
18.0,Male,Black,Jacksonville,FL,2020
37.0,Male,Black,Laurel,MD,2020
39.0,Male,Black,Miami,FL,2020
66.0,Male,Hispanic,Tyler,TX,2020
35.0,Male,Black,Omaha,NE,2020
25.0,Male,Black,Los Lunas,NM,2020
30.0,Male,White,Lawton,OK,2020
43.0,Male,White,Oklahoma City,OK,2020
27.0,Male,White,Tangipahoa Parish,LA,2020
43.0,Male,White,Evansville,IN,2020
27.0,Male,Hispanic,San Bernardino,CA,2020
37.0,Male,White,Upper Darby,PA,2020
75.0,Male,White,Oro Valley,AZ,2020
34.0,Female,White,Ohatchee,AL,2020
37.0,Male,White,Eau Claire,WI,2020
49.0,Male,White,Louisville,KY,2020
41.0,Male,White,Spokane Valley,WA,2020
Unknown,Male,Unknown,Beaumont,CA,2020
15.0,Male,Hispanic,Oklahoma City,OK,2020
37.0,Male,Hispanic,Deming,NM,2020
41.0,Male,Black,Queens,NY,2020
30.0,Male,White,San Antonio,TX,2020
62.0,Male,Black,Culpeper,VA,2020
31.0,Male,Hispanic,Lubbock,TX,2020
74.0,Male,White,Marinette County,WI,2020
25.0,Male,White,New Smyrna Beach,FL,2020
32.0,Male,White,Batesville,IN,2020
79.0,Male,White,Dumfries,VA,2020
47.0,Male,White,Cass County,TX,2020
45.0,Male,White,Dalton,NH,2020
19.0,Male,White,Joliet,IL,2020
39.0,Male,White,Oakland,TN,2020
39.0,Female,White,Redding,CA,2020
43.0,Male,Hispanic,Philadelphia,PA,2020
32.0,Male,Hispanic,Rio Rico,AZ,2020
31.0,Male,Unknown,Houston,TX,2020
30.0,Male,Black,Hartford,CT,2020
40.0,Male,White,Lewiston,WA,2020
47.0,Female,Black,Phoenix,AZ,2020
33.0,Male,Unknown,Hesperia,CA,2020
35.0,Male,Asian,Kaneohe,HI,2020
28.0,Male,Hispanic,Brockton,MA,2020
45.0,Male,Hispanic,Glendale,AZ,2020
31.0,Female,Unknown,Warrenton,OR,2020
31.0,Male,Unknown,Holyoke,CO,2020
30.0,Male,White,Phoenix,AZ,2020
18.0,Male,Hispanic,New York,NY,2020
18.0,Male,Black,Atlanta,GA,2020
28.0,Male,Black,Charleston,SC,2020
29.0,Male,White,Modesto,CA,2020
21.0,Male,Black,Highland,CA,2020
37.0,Male,White,Wichita,KS,2020
23.0,Male,Black,Minneapolis,MN,2020
19.0,Male,Asian,Hamilton Township,PA,2020
39.0,Male,White,Waverly,TN,2020
39.0,Male,White,Beaumont,TX,2020
30.0,Male,White,Elko,NV,2020
47.0,Male,Black,Denver,CO,2020
47.0,Male,White,Oxford,MS,2020
47.0,Male,Black,Columbus,OH,2020
34.0,Male,White,Anchorage,AK,2020
37.0,Male,Hispanic,Rehoboth Beach,DE,2020
23.0,Male,Unknown,Gary,IN,2020
40.0,Male,Hispanic,Odessa,TX,2020
60.0,Male,Black,Oklahoma City,OK,2020
35.0,Male,White,Trout Creek,MT,2020
36.0,Male,Black,Houston,TX,2020
31.0,Male,Black,Cleveland,OH,2020
36.0,Male,White,Huntington,IN,2020
29.0,Male,Unknown,Farmington,UT,2020
52.0,Male,Hispanic,New York,NY,2020
26.0,Male,White,Sacramento,CA,2020
34.0,Male,White,Houston,TX,2020
46.0,Male,Unknown,Farmington,NM,2020
50.0,Male,Hispanic,Wichita,KS,2020
Unknown,Male,White,Pearland,TX,2020
29.0,Male,Black,Concord,NC,2020
34.0,Male,White,Orlando,FL,2020
33.0,Male,White,Sevierville,TN,2020
37.0,Male,Unknown,Auburn,WA,2020
49.0,Male,Black,Smyrna,GA,2020
25.0,Male,Hispanic,Daytona Beach,FL,2020
63.0,Male,Unknown,Starke County,IN,2020
38.0,Male,White,Oshtemo Township,MI,2020
34.0,Male,Hispanic,Nampa,ID,2020
41.0,Male,White,Jefferson,ME,2020
65.0,Male,Unknown,Lucerne Valley,CA,2020
32.0,Male,Hispanic,Los Angeles,CA,2020
Unknown,Male,Unknown,Bakersfield,CA,2020
28.0,Male,Native American,Glenpool,OK,2020
21.0,Male,Hispanic,San Francisco,CA,2020
38.0,Male,Black,Dania Beach,FL,2020
50.0,Female,White,Lubbock,TX,2020
48.0,Male,Black,Elmwood Place,OH,2020
61.0,Male,White,Spring Hill,FL,2020
Unknown,Male,Unknown,Perdido Key,FL,2020
44.0,Male,Hispanic,Phoenix,AZ,2020
26.0,Male,Black,Tampa,FL,2020
45.0,Male,Black,Moss Point,MS,2020
35.0,Male,Unknown,Bradenton,FL,2020
30.0,Male,Hispanic,Casa Grande,AZ,2020
35.0,Male,Black,San Bernardino,CA,2020
43.0,Male,White,Eagle River,AK,2020
63.0,Male,Unknown,Roane County,WV,2020
35.0,Male,White,Barstow,CA,2020
62.0,Male,White,Goodman,WI,2020
43.0,Male,Hispanic,Phoenix,AZ,2020
25.0,Male,Hispanic,Chicago,IL,2020
26.0,Male,Black,Kansas City,MO,2020
Unknown,Male,Unknown,Loma Linda,CA,2020
30.0,Male,Hispanic,San Ysidro,CA,2020
Unknown,Male,Unknown,Laredo,TX,2020
33.0,Male,White,Lawrenceburg,IN,2020
19.0,Male,Black,Sylvester,GA,2020
Unknown,Male,Unknown,Warren,MI,2020
35.0,Male,Unknown,Garden City,MO,2020
53.0,Male,White,Phoenix,AZ,2020
27.0,Male,Black,Philadelphia,PA,2020
27.0,Male,White,Alexandria,VA,2020
64.0,Male,Unknown,Citrus Heighs,CA,2020
20.0,Male,White,Lake Worth,FL,2020
Unknown,Male,White,Huntsville,UT,2020
38.0,Male,White,Herriman,UT,2020
19.0,Male,Black,Waukegan,IL,2020
37.0,Male,White,Thornton,NH,2020
24.0,Male,Black,Bethel Springs,TN,2020
52.0,Male,Hispanic,Albuquerque,NM,2020
27.0,Male,Hispanic,Bakersfield,CA,2020
36.0,Male,Hispanic,Houma,LA,2020
30.0,Male,White,Chico,CA,2020
45.0,Male,Native American,Cookson,OK,2020
28.0,Male,Hispanic,Frostproof,FL,2020
23.0,Male,Black,Los Angeles,CA,2020
30.0,Male,White,South Bend,IN,2020
48.0,Male,White,Clearfield,PA,2020
47.0,Male,Black,Los Angeles,CA,2020
Unknown,Male,Unknown,Sioux Falls,SD,2020
57.0,Male,Hispanic,Huntsville,AL,2020
39.0,Male,Hispanic,San Diego,CA,2020
25.0,Male,Black,Los Angeles,CA,2020
46.0,Male,White,Riesel,TX,2020
Unknown,Male,White,Callahan,FL,2020
49.0,Male,Unknown,Laguna,NM,2020
53.0,Male,White,Muhlenberg County,KY,2020
21.0,Male,White,Wood County,WV,2020
41.0,Male,White,Huntsville,AL,2020
Unknown,Male,Unknown,Sunrise,FL,2020
32.0,Male,White,Fresno,CA,2020
37.0,Male,Asian,Tooele,UT,2020
43.0,Male,White,Catoosa County,GA,2020
43.0,Male,Unknown,South Milwaukee,WI,2020
46.0,Male,White,Coram,NY,2020
Unknown,Male,White,Emmitsburg,MD,2020
27.0,Male,Black,Rock Island,IL,2020
56.0,Male,Black,Los Angeles,CA,2020
35.0,Male,White,Chattanooga,TN,2020
44.0,Male,White,Trigg County,KY,2020
34.0,Male,White,Missoula,MT,2020
56.0,Female,White,Village of Oak Creek,AZ,2020
33.0,Male,Black,Evansville,IN,2020
58.0,Male,White,Kingston Springs,TN,2020
18.0,Male,Black,High Point,NC,2020
25.0,Male,Black,Baltimore,MD,2020
22.0,Male,Unknown,Renton,WA,2020
18.0,Male,Hispanic,Santa Fe Springs,CA,2020
29.0,Male,Black,Nederland,TX,2020
27.0,Male,Unknown,Oildale,CA,2020
36.0,Male,Black,Lanham,MD,2020
44.0,Male,White,New Lyme Township,OH,2020
Unknown,Male,Unknown,Fort Defiance,AZ,2020
43.0,Male,White,Lilburn,GA,2020
61.0,Male,Unknown,Scottsdale,AZ,2020
52.0,Male,White,Winchester,VA,2020
39.0,Male,Unknown,Philadelphia,PA,2020
Unknown,Male,White,Gulfport,MS,2020
18.0,Male,Black,Cocoa,FL,2020
16.0,Male,Black,Cocoa,FL,2020
19.0,Male,Black,Cleveland,OH,2020
41.0,Male,Black,Gulfport,MS,2020
31.0,Male,White,Gillette,WY,2020
38.0,Male,White,Stillwater County,MT,2020
40.0,Male,White,Pensacola,FL,2020
66.0,Male,White,Corpus Christi,TX,2020
38.0,Male,Hispanic,Sacramento,CA,2020
35.0,Male,White,Meredith,NH,2020
37.0,Male,Black,Oklahoma City,OK,2020
34.0,Male,Black,Las Vegas,NV,2020
26.0,Male,Hispanic,Rialto,CA,2020
25.0,Male,Black,El Centro,TX,2020
35.0,Male,Hispanic,Tucson,AZ,2020
30.0,Male,Hispanic,Bakersfield,CA,2020
21.0,Male,Black,Hazel Dell,WA,2020
30.0,Male,Hispanic,Salem,OR,2020
43.0,Male,White,El Paso,TX,2020
42.0,Male,Unknown,Detroit,MI,2020
27.0,Male,Black,Chattanooga,TN,2020
44.0,Male,White,Maryville,TN,2020
36.0,Male,White,Denver,CO,2020
30.0,Male,Unknown,Puyallup,WA,2020
43.0,Male,White,Seymour,IN,2020
26.0,Male,Native American,Kenwood,OK,2020
35.0,Male,White,Winchester,MA,2020
37.0,Male,Hispanic,Crestview,FL,2020
25.0,Male,White,Springfield,MO,2020
55.0,Male,Hispanic,San Antonio,TX,2020
38.0,Male,Unknown,Henderson,NV,2020
59.0,Male,White,Jefferson County,TX,2020
20.0,Male,Hispanic,Oakland,CA,2020
56.0,Male,White,New Port Richey,FL,2020
33.0,Male,White,Fort Carson,CO,2020
52.0,Male,Black,Sacramento,CA,2020
26.0,Male,White,Lewistown,IL,2020
33.0,Male,Black,Jacksonville,FL,2020
60.0,Male,White,Kent,WA,2020
30.0,Male,White,Detroit,MI,2020
36.0,Male,White,Tulsa,OK,2020
32.0,Male,Hispanic,Ventura,CA,2020
39.0,Male,White,Lynn,MA,2020
27.0,Male,White,Auburndale,FL,2020
29.0,Male,Black,Gary,IN,2020
37.0,Male,Hispanic,Atlanta,GA,2020
22.0,Male,Hispanic,Moses Lake,WA,2020
49.0,Male,Black,Milwaukee,WI,2020
45.0,Male,Hispanic,San Antonio,TX,2020
45.0,Male,White,Henderson,NV,2020
30.0,Male,White,Pueblo,CO,2020
30.0,Male,Hispanic,Santa Clarita,CA,2020
21.0,Male,Unknown,Santa Ana,CA,2020
Unknown,Male,Unknown,Cloverleaf,TX,2020
31.0,Male,White,Mocksville,NC,2020
27.0,Male,Hispanic,Beaumont,TX,2020
34.0,Male,White,Keithville,LA,2020
73.0,Male,White,Sherman,TX,2020
49.0,Male,Hispanic,Miami-Dade,FL,2020
39.0,Male,White,Riverside,WA,2020
37.0,Male,White,Manila,AR,2020
73.0,Male,Unknown,Fayetteville,NC,2020
Unknown,Male,White,Ariton,AL,2020
31.0,Male,Other,Henrico,VA,2020
25.0,Male,Black,Pittsburgh,PA,2020
41.0,Male,Unknown,Tucson,AZ,2020
24.0,Male,Black,Fairfield,OH,2020
27.0,Male,Black,Fort Lauderdale,FL,2020
42.0,Male,White,Tulsa,OK,2020
32.0,Male,White,Edison,CA,2020
33.0,Male,Unknown,Stroudsburg,PA,2020
43.0,Male,White,Harrison Township,OH,2020
65.0,Male,Unknown,Montgomery,AL,2020
39.0,Male,Hispanic,Jacksonville,FL,2020
33.0,Male,White,Clarkdale,AZ,2020
36.0,Male,White,Lakeville,MN,2020
Unknown,Male,Unknown,Garden Grove,CA,2020
34.0,Male,White,Harrison County,IN,2020
29.0,Male,White,Greeneville,TN,2020
27.0,Male,Native American,Pinetop,AZ,2020
23.0,Male,Black,Orlando,FL,2020
38.0,Male,Hispanic,Red Bluff,CA,2020
17.0,Male,Black,Columbus,OH,2020
75.0,Male,White,DeKalb County,GA,2020
26.0,Male,Unknown,Lake Lanier,GA,2020
40.0,Male,Hispanic,Arvada,CO,2020
Unknown,Male,Unknown,Old Mines,MO,2020
30.0,Female,Unknown,Phoenix,AZ,2020
36.0,Male,Hispanic,Deming,NM,2020
83.0,Male,Unknown,Jamestown,NC,2020
84.0,Male,White,Apache Junction,AZ,2020
27.0,Male,White,Milwaukee,WI,2020
20.0,Male,White,Floresville,TX,2020
38.0,Male,Black,Tuscumbia,AL,2020
39.0,Male,Black,Shreveport,LA,2020
19.0,Male,Black,New York,NY,2020
23.0,Male,White,Pocatello,ID,2020
16.0,Male,White,Georgetown,TX,2020
23.0,Male,White,Brea,CA,2020
